Temperature (K)	B-Field (Gauss)	sample I AB	sample I AD	sample I AC	sample I BD	sample I -AB	sample I -AD	sample I -AC	sample I -BD	Voltage DC	Voltage BC	Voltage BD	Voltage AC	Voltage -DC	Voltage -BC	Voltage -BD	Voltage -AC	
164.0250000	56.8100014	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0052042	0.0059994	0.0004217	-0.0014280	-0.0053978	-0.0065428	-0.0012142	0.0008218
165.2900000	56.8100014	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0052884	0.0061086	0.0004491	-0.0014401	-0.0054879	-0.0066447	-0.0012271	0.0008405
166.5700000	56.8100014	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0053679	0.0062145	0.0004760	-0.0014599	-0.0055896	-0.0067538	-0.0012254	0.0008663
168.3150000	56.8100014	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0054773	0.0063643	0.0005169	-0.0014705	-0.0057370	-0.0069105	-0.0012391	0.0008997
169.7250000	56.8100014	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0055721	0.0064894	0.0005460	-0.0014820	-0.0058530	-0.0070409	-0.0012532	0.0009281
112.8200000	56.8100014	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0056537	0.0066011	0.0005729	-0.0014927	-0.0059653	-0.0071618	-0.0012588	0.0009593
172.6700000	56.8100014	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0057770	0.0067534	0.0006036	-0.0015133	-0.0061048	-0.0073260	-0.0012836	0.0009874
173.9800000	56.8100014	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0058786	0.0068756	0.0006261	-0.0015323	-0.0062130	-0.0074512	-0.0013027	0.0010131
175.3750000	56.8100014	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0059922	0.0070205	0.0006530	-0.0015546	-0.0063308	-0.0075903	-0.0013211	0.0010394
176.9400000	56.8100014	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0061222	0.0071790	0.0006858	-0.0015767	-0.0064633	-0.0077446	-0.0013455	0.0010660
178.2600000	56.7999992	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0062295	0.0073090	0.0007071	-0.0016074	-0.0065793	-0.0078804	-0.0013682	0.0010864
179.5750000	56.8100014	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0063401	0.0074423	0.0007318	-0.0016248	-0.0066832	-0.0080069	-0.0013811	0.0011089
181.2850000	56.7999992	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0064849	0.0076220	0.0007613	-0.0016568	-0.0068415	-0.0081904	-0.0014155	0.0011360
182.5700000	56.8100014	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0065955	0.0077543	0.0007834	-0.0016823	-0.0069513	-0.0083240	-0.0014368	0.0011565
183.8650000	56.8100014	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0067086	0.0078909	0.0008081	-0.0017031	-0.0070639	-0.0084541	-0.0014498	0.0011828
185.5600000	56.7999992	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0068622	0.0080784	0.0008454	-0.0017298	-0.0072200	-0.0086433	-0.0014843	0.0012150
186.8550000	56.7999992	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0069742	0.0082168	0.0008633	-0.0017548	-0.0073341	-0.0087783	-0.0015021	0.0012359
188.2700000	56.7999992	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0071079	0.0083752	0.0008891	-0.0017855	-0.0074673	-0.0089359	-0.0015263	0.0012672
189.9550000	56.7999992	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0072582	0.0085573	0.0009193	-0.0018130	-0.0076184	-0.0091193	-0.0015576	0.0013002
191.2400000	56.7999992	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0073799	0.0087045	0.0009508	-0.0018356	-0.0077458	-0.0092654	-0.0015817	0.0013258
192.5500000	56.7999992	0.0000100	0.0000100	0.0000100	0.0000100	-0.0000100	-0.0000100	-0.0000100	-0.0000100	0.0074972	0.0088514	0.0009717	-0.0018636	-0.0078665	-0.0094116	-0.0016056	0.0013506
